age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
6,Local-gov,0,Assoc-acdm,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,0
0,Private,0,10th,0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,El-Salvador,0
2,Private,0,Bachelors,2,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,0
5,Self-emp-not-inc,0,Assoc-voc,2,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,0
4,Private,0,Bachelors,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,1
6,Private,0,Masters,3,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
6,Private,0,Some-college,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
6,Private,0,12th,0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
4,Private,0,Bachelors,2,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,0
0,Private,0,11th,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,0
4,Local-gov,0,HS-grad,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,1
5,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,1
7,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
4,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
2,Private,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,0,7th-8th,0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
0,Private,0,11th,0,Never-married,Tech-support,Other-relative,White,Male,0,0,1,United-States,0
0,Private,0,11th,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
2,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
4,Private,0,11th,0,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,0
6,Private,0,HS-grad,0,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,0
6,Self-emp-not-inc,0,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
6,Private,0,HS-grad,0,Separated,Craft-repair,Unmarried,Black,Female,0,0,1,United-States,0
3,Private,0,Some-college,1,Never-married,Sales,Unmarried,White,Female,0,0,1,United-States,0
4,Private,0,5th-6th,0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
5,Private,0,Bachelors,2,Separated,Other-service,Not-in-family,White,Male,0,0,4,England,0
5,Private,0,Some-college,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
5,Federal-gov,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,0
6,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
5,Private,0,HS-grad,0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,0
6,Local-gov,0,Bachelors,2,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,0
2,Private,0,10th,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,0
3,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,Ecuador,0
0,Private,0,Assoc-voc,2,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
5,State-gov,0,HS-grad,0,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
5,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
6,Local-gov,0,Masters,3,Divorced,Prof-specialty,Unmarried,White,Female,0,0,4,United-States,0
6,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,0
6,Private,0,HS-grad,0,Never-married,Other-service,Not-in-family,Black,Female,0,0,1,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,0
0,Private,0,11th,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
6,Private,0,HS-grad,0,Separated,Craft-repair,Unmarried,Black,Female,0,0,1,United-States,0
4,Self-emp-not-inc,0,HS-grad,0,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,0
7,Private,0,Some-college,1,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,0,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
0,Private,0,10th,0,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,0
3,Federal-gov,0,Assoc-voc,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
4,Private,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,?,1
0,Private,0,Some-college,1,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,0
5,Private,0,Some-college,1,Separated,Other-service,Other-relative,White,Female,0,0,1,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
4,Private,0,Assoc-acdm,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
3,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
0,Private,0,Some-college,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,0
2,Private,0,11th,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,1
5,Private,0,HS-grad,0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,1
2,Private,0,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,Puerto-Rico,0
1,Private,0,HS-grad,0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,0,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,1,United-States,0
4,Private,0,Some-college,1,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,0
5,Private,0,Bachelors,2,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,0,Assoc-voc,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,0
5,Private,0,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
6,Private,0,Bachelors,2,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,0
5,Private,0,11th,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,1
6,Private,0,Some-college,1,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,1,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,0
5,Private,0,HS-grad,0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,0
0,Private,0,Some-college,1,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
6,Private,0,HS-grad,0,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,3,United-States,1
0,Local-gov,0,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,0
6,Private,0,HS-grad,0,Separated,Priv-house-serv,Not-in-family,White,Female,0,0,2,United-States,0
6,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
5,State-gov,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,1
6,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,1,United-States,0
7,Private,0,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,?,0
6,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,1,China,0
6,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Some-college,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
0,Private,0,11th,0,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,0
6,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,1
7,Private,0,11th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
6,Private,0,10th,0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,1,United-States,0
5,State-gov,0,Assoc-acdm,2,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
5,Federal-gov,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
2,Private,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,1,United-States,0
6,Self-emp-inc,0,Masters,3,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,1
6,Federal-gov,0,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
7,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
3,Private,0,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,0
4,Self-emp-not-inc,0,Doctorate,4,Separated,Prof-specialty,Unmarried,White,Female,0,0,0,Canada,0
6,Self-emp-not-inc,0,HS-grad,0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,1
7,Private,0,HS-grad,0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,Germany,0
0,Private,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
3,State-gov,0,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,0
7,Private,0,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
5,Local-gov,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,?,0
6,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
5,Private,0,HS-grad,0,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,1
2,Private,0,Bachelors,2,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,0
6,Self-emp-not-inc,0,HS-grad,0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,0
1,Private,0,Some-college,1,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
4,Private,0,HS-grad,0,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,0
4,Private,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,0,11th,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
7,Self-emp-inc,0,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,1
4,Self-emp-not-inc,0,HS-grad,0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,1,United-States,0
6,Self-emp-not-inc,0,Assoc-voc,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,1
6,Private,0,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,0
6,Local-gov,0,Some-college,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,Mexico,0
5,Private,0,11th,0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,0
4,Private,0,HS-grad,0,Divorced,Other-service,Own-child,White,Female,0,0,1,United-States,0
2,Federal-gov,0,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,1
0,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
3,Private,0,Bachelors,2,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,0,United-States,0
3,Private,0,7th-8th,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
2,Private,0,Some-college,1,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,2,Philippines,0
4,Private,0,Prof-school,4,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,0
4,Private,0,Assoc-voc,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,0
5,Private,0,Masters,3,Divorced,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,0
4,Private,0,Assoc-acdm,2,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,0
6,Self-emp-not-inc,0,Some-college,1,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,0
0,Private,0,HS-grad,0,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,0,0,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
6,Private,0,HS-grad,0,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,1,United-States,0
4,Private,0,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,0
5,Federal-gov,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,0
7,Private,0,Some-college,1,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,1,Vietnam,0
5,Private,0,Some-college,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
5,Self-emp-not-inc,0,HS-grad,0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Craft-repair,Unmarried,White,Male,0,0,1,United-States,0
3,Private,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,0,Assoc-voc,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,0
2,Private,0,Assoc-voc,2,Never-married,Exec-managerial,Own-child,Black,Female,0,0,1,United-States,0
6,Private,0,10th,0,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,2,United-States,0
0,Private,0,11th,0,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
5,Self-emp-inc,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
6,Private,0,HS-grad,0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,4,Mexico,0
1,State-gov,0,HS-grad,0,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,0,Some-college,1,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0,Dominican-Republic,0
1,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
5,Self-emp-not-inc,0,Some-college,1,Separated,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,1
2,Private,0,Assoc-voc,2,Never-married,Tech-support,Own-child,White,Female,0,0,1,United-States,0
5,Private,0,Bachelors,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,0
1,Private,0,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,0,United-States,0
1,Private,0,11th,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
6,Private,0,1st-4th,0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,2,Puerto-Rico,0
5,Private,0,HS-grad,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,0
7,Self-emp-inc,0,12th,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
4,Private,0,12th,0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,1,?,0
5,Private,0,Assoc-acdm,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
4,Private,0,7th-8th,0,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,4,United-States,0
1,Private,0,Some-college,1,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0,Haiti,0
2,Private,0,Bachelors,2,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
5,Private,0,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
6,Local-gov,0,Prof-school,4,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
4,Private,0,Bachelors,2,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
3,Private,0,HS-grad,0,Never-married,Adm-clerical,Own-child,Black,Female,0,0,3,United-States,0
6,Private,0,Bachelors,2,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,1,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
7,Private,0,Bachelors,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0,Philippines,0
6,Private,0,Assoc-voc,2,Divorced,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
6,Private,0,HS-grad,0,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Tech-support,Own-child,White,Male,0,0,1,United-States,0
2,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
6,State-gov,0,Some-college,1,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
0,Self-emp-not-inc,0,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,0,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,0
6,Federal-gov,0,Masters,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
3,Federal-gov,0,HS-grad,0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,1
6,Private,0,Some-college,1,Married-civ-spouse,Sales,Wife,White,Female,0,0,3,Canada,1
1,Private,0,Bachelors,2,Never-married,Exec-managerial,Own-child,White,Female,0,0,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,0
6,Local-gov,0,HS-grad,0,Never-married,Exec-managerial,Own-child,White,Female,0,0,1,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
4,Private,0,HS-grad,0,Divorced,Sales,Unmarried,Black,Female,0,0,0,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,1,United-States,0
